name,x,y
Darawank,152.5117,-32.1217
Tuncurry Beach,152.5063,-32.1551
Tuncurry Breakwall,152.512,-32.171
Tanks,152.5111,-32.1718
Forster - Tuncurry,152.513,-32.176
Haydens Rock,152.517,-32.176
Pebbly Beach,152.5203,-32.1787
Bennetts Head,152.537,-32.182
Burgess Beach,152.543,-32.2011
McBride Beach,152.563,-32.208
Seven Mile Beach,152.53,-32.284
Boomerang Beach,152.545,-32.341
Blueys Beach,152.538,-32.353
Cellitos Beach,152.5295,-32.3804
Sandbar,152.521,-32.397
Number One Beach,152.5208,-32.4303
Treachery Beach,152.512,-32.4543
Seal Rocks,152.54,-32.45
Yagon Beach,152.5012,-32.4568
Fiona Beach,152.4369,-32.4754
Sandon,153.334,-29.667
Minnie Water,153.304,-29.77
Diggers,153.294,-29.814
Wooli Beach,153.2698,-29.8585
Jones Beach,153.2704,-29.8913
Station Creek,153.257,-29.952
Red Rock,153.234,-29.983
Corindi Beach,153.207,-30.024
Pipeclay Beach,153.2,-30.0333
Arrawarra,153.206,-30.058
Ocean View Beach,153.203,-30.0626
Woopi Headland,153.21,-30.068
Mullaway,153.207,-30.077
Cabins Beach,153.2029,-30.0796
Darkum Beach,153.2007,-30.0888
Safety Beach,153.202,-30.096
Woolgoolga Beach,153.2011,-30.1003
Woolgoolga,153.212,-30.108
Broadwater Beach,153.458,-29.057
Evans Head,153.451,-29.118
Ten Mile Beach,153.3411,-29.3113
Back Beach,153.3484,-29.3478
Woody Head,153.377,-29.363
Frazers Reef,153.373,-29.385
Iluka Bluff,153.374,-29.397
Iluka Bar,153.369,-29.423
Turners Beach,153.366,-29.43
Clarence River,153.333,-29.4167
Wooli Bay,153.368,-29.435
Pippies/Yamba,153.3695,-29.4406
Angourie,153.3673,-29.4828
Little Shelley Beach,153.364,-29.52
Brooms Head,153.341,-29.606
7-Mile Beach,153.6,-28.771
Lennox Head,153.5976,-28.8001
Boulder Beach,153.605,-28.817
Skennars Head,153.608,-28.823
Sharpes Beach,153.606,-28.833
Angels Beach,153.6023,-28.8485
Flat Rock Beach,153.599,-28.857
Shelly Beach,153.596,-28.861
Ballina North Wall,153.5924,-28.8751
South Wall Ballina,153.5883,-28.8777
South Beach,153.5729,-28.8898
Beswicks Beach,153.5387,-28.9266
Patchs Beach,153.5098,-28.9577
Fingal Beach,153.565,-28.186
Cook Island Northside,153.577,-28.193
Fingal Head,153.576,-28.197
Dreamtime,153.571,-28.202
Cook Island Southside,153.58,-28.197
Kingscliff,153.579,-28.253
Cudgen,153.5845,-28.2551
South Kingscliff Beach,153.581,-28.2741
Salt Beach,153.582,-28.276
Casuarina,153.578,-28.292
Bogangar Beach,153.5719,-28.3218
Cabarita,153.5774,-28.3345
Cabarita South,153.576,-28.337
Norries Cove,153.5765,-28.338
Maggies Beach,153.5747,-28.3498
Hastings Point,153.581,-28.36
Pottsville Beach,153.573,-28.381
Black Rocks,153.565,-28.4107
Wooyung Beach,153.556,-28.459
Golden Beach,153.552,-28.493
New Brighton Beach,153.552,-28.509
Brunswick Heads,153.556,-28.535
South Brunswick Head,153.559,-28.538
Belongil Beach,153.577,-28.601
Tyagarah Beach,153.577,-28.604
The Wreck,153.611,-28.637
"Main Beach, Byron Bay",153.6146,-28.6411
Clarks Beach,153.6215,-28.6421
"The Pass, Byron Bay",153.628,-28.6376
Tallows,153.636,-28.6429
Wategoes,153.632,-28.634
Suffolk Park,153.618,-28.685
North Broken Head,153.618,-28.704
Broken Head,153.6198,-28.7058
South Broken Head,153.619,-28.707
Kings Beach,153.618,-28.71
Brays Beach,153.6161,-28.7169
Whites beach,153.6161,-28.7243
Elizabeth Beach,152.537,-32.328
Moreton Island (northeast),153.482,-27.028
Moreton Island (northwest),153.369,-27.043
Moreton Island (southeast),153.447,-27.319
Flinders Beach,153.501,-27.417
Cylinder Beach,153.539,-27.423
Point Lookout,153.545,-27.426
Frenchman Beach,153.546,-27.432
North Stradbroke Island,153.5384,-27.4489
South Stradbroke Island,153.437,-27.847
The Spit,153.431,-27.9366
Seaworld,153.4305,-27.9567
Main Beach,153.432,-27.965
Southport Yacht Club,153.433,-27.977
Narrowneck,153.433,-27.985
Surfers Paradise,153.434,-28
Northcliffe,153.436,-28.01
Kurrawa Beach,153.4362,-28.0295
Broadbeach - Kurrawa,153.44,-28.03
Mermaid Beach,153.444,-28.048
Nobbys Beach,153.446,-28.064
Miami,153.4445,-28.066
Burleigh Heads,153.4596,-28.0897
Tallebudgera,153.4621,-28.0966
Pacific Beach,153.4687,-28.11
Palm Beach,153.477,-28.12
Currumbin Alley,153.4865,-28.125
Elephant Rock,153.491,-28.131
Flat Rock,153.494,-28.136
Tugun Beach,153.498,-28.142
Bilinga Beach,153.5066,-28.1548
Kirra,153.5359,-28.1644
Greenmount,153.5437,-28.1649
Rainbow Bay,153.5474,-28.1637
Snapper Rocks,153.5507,-28.1614
Froggy beach,153.5507,-28.1631
Point Danger,153.554,-28.165
Tweed River,153.558,-28.17
Duranbah,153.5517,-28.1671
Letitia Beach,153.5576,-28.1788
Nielsen’s Beach,152.8686,-25.2834
Rainbow Beach,153.0958,-25.9036
Double Island Point,153.181,-25.9274
Cooloola Beach,153.1363,-26.0484
Teewah Beach,153.0661,-26.2773
Noosa North Shore,153.0736,-26.3711
Noosa Bar,153.0811,-26.3805
Main Beach,153.0901,-26.3858
Noosa Heads,153.0967,-26.3826
Boiling Pot,153.098,-26.3805
Granite Bay,153.1123,-26.3779
Alexandria Bay (Noosa),153.117,-26.3838
Sunshine Beach,153.1135,-26.4078
Castaways Beach,153.1072,-26.4317
Peregian,153.0989,-26.4802
Coolum,153.098,-26.53
Point Arkwright,153.105,-26.546
Yaroomba,153.1016,-26.5498
Marcoola,153.103,-26.582
Mudjimba Island,153.114,-26.6129
Mudjimba,153.103,-26.615
Pincushion,153.105,-26.646
Old Woman Ledge,153.115,-26.613
Old Woman Ledge (South Side),153.116,-26.616
Maroochydore,153.108,-26.653
Alexandra Headland,153.113,-26.665
The Bluff,153.115,-26.671
Point Cartwright,153.135,-26.676
Kawana - Buddina,153.142,-26.684
Mooloolaba,153.1379,-26.6868
Buddina,153.141,-26.703
Warana,153.141,-26.727
Long Track,153.139,-26.7604
Wurtulla Rocks ,153.14,-26.764
Ann Street Reef,153.141,-26.777
Dicky Beach,153.142,-26.782
Moffat Cliffs,153.142,-26.784
Moffats,153.151,-26.789
Shellys,153.151,-26.794
Wickham Point,153.152,-26.802
Happys,153.148,-26.804
Kings Beach,153.143,-26.805
Bulcock Beach,153.137,-26.81
Bribie Island,153.195,-26.987
Caloundra,153.136,-26.809
North Stradbroke Island,153.429,-27.1536
St. Vincent Pass,165.9597,-22.0319
False Pass,166.1778,-22.2711
Dumbea Right,166.2428,-22.35
Dumbea Left,166.2561,-22.3636
Skate Park/Boulari Pass,166.4514,-22.5081
The Reef,167.9543,-29.0616
Te Werahi Beach,172.6743,-34.4543
Twilight Beach,172.7015,-34.5045
Tapotupotu Beach,172.7148,-34.4364
Spirits Bay,172.8609,-34.4268
Scott Point,172.724,-34.5308
Tom Bowling Bay,172.9874,-34.4151
Rarawa Beach,173.0782,-34.7183
Henderson Bay,173.124,-34.7481
Houhora Heads,173.1549,-34.8317
Raupo Bay,173.2896,-34.8668
Puheke Beach,173.3259,-34.8598
Tokerau Beach,173.3713,-34.8938
Taipa Bay Beach,173.4666,-34.9935
Motukahakaha Bay,173.6431,-34.965
Taupo Bay Beach,173.71,-34.9921
Matauri Bay Beach,173.9139,-35.0318
Takou Beach,173.9499,-35.1063
Taronui Bay,173.9827,-35.1203
Oneroa Bay Beach,174.1334,-35.2597
Elliot Bay,174.292,-35.2731
Bland Bay,174.3513,-35.3425
Mimiwhangata Beach,174.4147,-35.4399
Okupe Beach,174.4279,-35.4397
Moureeses Bay,174.4503,-35.4807
Whananaki South Beach,174.4624,-35.5222
Sandy Bay,174.4793,-35.5407
Woolleys Bay,174.4912,-35.5616
Ngunguru,174.5091,-35.6384
Pataua,174.5216,-35.7096
Pataua Bar,174.526,-35.7125
Marsden Point,174.4892,-35.852
Ruakaka Beach,174.462,-35.9051
Waipu Rivermouth,174.4821,-35.9902
Waipu Cove,174.5073,-36.0294
Langs Beach,174.5337,-36.0446
Mangawhai Heads,174.604,-36.0783
Te Arai,174.6461,-36.1561
Forestry,174.652,-36.1653
Pakiri,174.7267,-36.2429
Omaha Beach,174.7821,-36.3417
Tawharanui,174.8205,-36.3603
Medlands Beach,175.4908,-36.2622
Kaitoke,175.4793,-36.2462
Orewa Beach,174.697,-36.586
Orewa Rivermouth,174.705,-36.597
Red Beach,174.7088,-36.603
Long Bay,174.7499,-36.6823
Mairangi Bay,174.7562,-36.7381
Milford Beach,174.7717,-36.769
Takapuna,174.777,-36.7885
Palmers Beach,175.4774,-36.2285
Awana Bay,175.4816,-36.2108
Whangapoua Bay,175.4231,-36.1221
Waikawau Bay,175.5239,-36.5942
New Chums Beach,175.6069,-36.6982
Whangapoua Beach,175.6305,-36.7192
Ring's Beach,175.6878,-36.728
Kuaotunu Beach,175.719,-36.7242
Otama Beach,175.7595,-36.7068
Opito Bay Beach,175.8053,-36.7212
Hahei Beach,175.8055,-36.8377
Whitianga Beach,175.7063,-36.8299
Hot Water Beach,175.8193,-36.8793
Te Karo Bay,175.8439,-36.9626
Tairua Beach,175.8607,-36.9944
Pauanui,175.8663,-37.0141
Opoutere Beach,175.8875,-37.1027
Onemana Beach,175.8792,-37.1523
Whangamata,175.8847,-37.2105
Whiritoa Beach,175.9026,-37.2818
Homunga,175.9377,-37.3612
Orokawa Bay,175.9392,-37.3846
Waihi,175.9409,-37.4
Pios,175.9596,-37.4289
Bowentown,175.9876,-37.4621
Matakana Island,176.0629,-37.5556
Puni's Farm,176.1589,-37.6338
Mt Maunganui Main Beach,176.1867,-37.6333
Mt Maunganui Coast,176.2075,-37.6497
Arataki Beach,176.2367,-37.672
Papamoa,176.2886,-37.6949
Motiti Island,176.4133,-37.624
Kaituna Cut,176.4144,-37.7472
Maketu,176.4588,-37.753
Newdicks Beach,176.4709,-37.7452
Pukehina,176.5031,-37.7733
Matata Beach,176.7685,-37.886
Thorton Beach,176.879,-37.9075
Whakatane Beach,176.979,-37.9341
Ohope Beach,177.0546,-37.9635
Opotiki,177.2841,-37.9915
Torere Beach,177.4855,-37.9499
Hawai Rivermouth,177.53,-37.9197
Whituare Bay,177.547,-37.9058
Motu Rivermouth,177.5876,-37.852
Horseshoe Bay,178.299,-37.5799
Hicks Bay,178.2986,-37.5892
Waihau Bay,177.9184,-37.6126
Onepoto Bay,178.3014,-37.5928
Tokata,178.3201,-37.6002
Te Araroa,178.3727,-37.6327
Rangitukia,178.4835,-37.7788
Waipiro,178.333,-38.0196
Tokomaru Bay,178.3187,-38.1323
Anaura Bay,178.3113,-38.2339
Kaiaua Bay,178.326,-38.3158
Tolaga Bay,178.3098,-38.3734
Cooks Cove,178.3382,-38.3776
Loisells,178.313,-38.4372
Whangara,178.2298,-38.571
Pouawa,178.1843,-38.6098
North Makorori,178.137,-38.6554
Makorori Point,178.107,-38.6629
Wainui Beach,178.0771,-38.6847
Stock Route,178.074,-38.6892
Sponge Bay,178.058,-38.7001
Tuamotu Island,178.0488,-38.7066
Gisborne Town,177.9979,-38.6744
The Island,178.0477,-38.712
Midway Pipe,177.9694,-38.6862
Waipaoa Rivermouth,177.9455,-38.7121
Last Chance,177.894,-39.0051
Happy Jacks Harbor,177.8938,-39.0123
Mahanga Beach,177.8917,-39.0343
Oraka Beach,177.9038,-39.0731
Diners Beach,177.959,-39.139
Mahia Reef,177.866,-39.0858
Opoutama,177.85,-39.0676
Railways,177.829,-39.0755
Rolling Stones (Mahia Peninsula),177.819,-39.075
Black's Beach,177.804,-39.0695
Wairoa River,177.4066,-39.0669
Waihua Beach,177.2872,-39.0929
Mohaka River Mouth,177.2022,-39.1233
Taits Beach,177.0862,-39.1717
Waipatiki Beach,176.9737,-39.3005
Tangoio Beach,176.9224,-39.3372
Westshore Beach,176.8826,-39.4754
Napier,176.92,-39.4995
Haumoana Beach,176.949,-39.6026
Te Awanga Point,176.9865,-39.6314
Ocean Beach-Hawkes Bay,177.018,-39.7445
Waimarama,176.9964,-39.8198
Cray Bay,176.9955,-39.8446
Castlepoint Beach,176.2297,-40.8995
Otaki Beach,175.1147,-40.739
Waikanae Beach,175.0202,-40.8633
Paekakariki Beach,174.9534,-40.9821
Pukerua Bay,174.8896,-41.0284
Hongoeka Bay,174.8526,-41.0675
Titahi Bay,174.818,-41.085
Plimmerton Beach,174.8634,-41.0834
Houghton Bay Beach,174.7851,-41.3423
Lyall Bay - The Corner,174.7993,-41.3356
Tarakena Bay,174.821,-41.3451
Breakers Bay,174.8248,-41.337
Eastbourne,174.8918,-41.2947
Lake Ferry Beach,175.145,-41.3999
Palliser Bay,175.202,-41.5383
Whatarangi,175.2063,-41.4735
Dee Dee's,175.221,-41.5709
Ngawi,175.23,-41.5855
Seconds,175.3532,-41.5886
White Rock Point,175.4282,-41.5725
Dolphin Bay,175.4339,-41.5688
Tora,175.5066,-41.518
Tora Point,175.5294,-41.507
Stony Bay,175.5382,-41.4985
Riversdale,176.0749,-41.0869
Christmas Bay,176.2091,-40.9112
Castlepoint Gap,176.221,-40.9067
Awatere,174.1659,-41.5992
Ward Beach,174.1846,-41.8446
Kekerengu,174.0137,-42.0013
Clarence Point,173.9405,-42.1608
Clarence River,173.935,-42.1756
Okiwi Bay Beach,173.8611,-42.2183
Blue Duck Stream,173.813,-42.2565
Graveyards,173.7493,-42.3172
Hapuku,173.7508,-42.3203
Mangamanu,173.7489,-42.321
Jimmy Armers,173.7089,-42.4169
Kaikoura,173.693,-42.4139
Kahutara,173.59,-42.4333
Oaro,173.5078,-42.5159
Conway,173.46,-42.6294
Port Robinson,173.313,-42.8778
Hurunui,173.2964,-42.9018
Gore Bay,173.3127,-42.867
Motunau Beach Island,173.0788,-43.0654
Mount Cass,172.8872,-43.1004
Fossils,172.82,-43.1344
Amberley Beach,172.793,-43.1612
Leithfield Beach,172.7592,-43.2088
Waikuku,172.7225,-43.2909
Pines Beach,172.7124,-43.3743
Waimakariri,172.7122,-43.3896
Spencer Park,172.7145,-43.4321
Waimairi  Beach,172.723,-43.4816
North New Brighton,172.7266,-43.494
New Brighton Pier,172.7394,-43.5051
South New Brighton,172.7418,-43.5313
Southshore,172.75,-43.5484
Sumner Beach,172.7583,-43.5631
Sumner Bar (Christchurch),172.76,-43.5627
Scarborough,172.7688,-43.572
Taylors Mistake,172.7852,-43.5787
Stoney Beach,173.0633,-43.694
Hickory Bay,173.1093,-43.7766
Goughs Bay,173.0965,-43.8082
Te Oka Bay,172.7842,-43.8503
Tumbledown Bay,172.7704,-43.8537
Magnet Bay,172.74,-43.845
Patiti Point Reef,171.2663,-44.4113
Katiki Beach,170.824,-45.416
Karitane,170.665,-45.6388
Murderers,170.673,-45.7595
Aramoana,170.7005,-45.769
Victory Beach,170.7301,-45.8284
Allans Beach,170.7004,-45.8752
Sandfly Bay,170.647,-45.8977
Smails Beach,170.562,-45.9091
Tomahawk,170.5399,-45.9066
Lawyers Head,170.5256,-45.9104
St Kilda,170.517,-45.9085
St Clair,170.4931,-45.9142
Tunnel Beach,170.4513,-45.9247
Blackhead,170.4249,-45.9285
Brighton,170.3263,-45.9525
Chrystalls Beach,170.0963,-46.1963
Cannibal Bay,169.7555,-46.4693
Owaka Area,169.699,-46.5082
Purakaunui Bay,169.6172,-46.543
Long Point,169.578,-46.5748
Papatowai,169.47,-46.5863
Tautuku Beach,169.4489,-46.5788
Porpoise Bay,169.129,-46.6464
Curio Bay,169.1041,-46.6544
Oreti Beach,168.23,-46.4386
Riverton Rocks,168.031,-46.372
Colac Bay,167.9055,-46.3595
Nicks Point,167.8848,-46.3767
Mason Bay - Stewart Island,167.756,-46.9262
Porridge,167.7309,-46.3355
Frentzes Reef,167.722,-46.2998
Bluecliffs Beach,167.5485,-46.1684
Martins Bay,168.001,-44.3386
Haast Beach,168.9889,-43.8647
Greymouth,171.2,-42.47
Blaketown Wedge,171.1919,-42.4417
Grey River,171.1938,-42.4398
Cobden,171.193,-42.4381
Point Elizabeth,171.223,-42.3803
Strong Man,171.255,-42.3488
Punakaiki Rivermouth,171.3289,-42.1231
Punakaiki,171.3305,-42.1085
Safety Bay,171.3652,-42.0425
Woodpecker Bay,171.3726,-42.0329
Fox River Beach,171.3813,-42.0308
Charleston,171.4444,-41.8936
Nine Mile Beach,171.44,-41.82
Tauranga Bay,171.4589,-41.7683
Carters Beach,171.5555,-41.746
Westport,171.5643,-41.7419
Westport Breakwater,171.5867,-41.7283
Waimaire,171.934,-41.5219
Little Wanganui,172.0569,-41.3903
Karamea,172.092,-41.2418
Anatori,172.3664,-40.6991
Paturau Beach,172.4307,-40.6425
Wharariki Beach,172.6602,-40.4982
Farewell Spit,172.7586,-40.5076
Tata Beach,172.9144,-40.8109
Ruby Bay,173.0852,-41.2122
Rabbit Island,173.1465,-41.263
Tahunanui Beach,173.2395,-41.2787
Nelson,173.2588,-41.2618
Boulder Bank Lighthouse,173.2653,-41.2547
Glenduan,173.3616,-41.1856
Cable Bay Beach,173.416,-41.1591
Delaware Bay,173.4765,-41.1578
Whangamoa Rivermouth,173.5333,-41.1015
Robin Hood Bay,174.071,-41.3588
Whites Bay,174.0577,-41.3866
Blenheim,174.0598,-41.4973
Clifford Bay,174.1585,-41.6588
Marfell's Beach,174.2031,-41.7246
Awakino Beach,174.6178,-38.6761
Mokau Beach,174.6161,-38.7011
Waitara Bar,174.229,-38.9863
Bell Block Beach,174.1461,-39.0194
Waiwakaiho,174.104,-39.0348
Fitzroy Beach,174.0958,-39.0421
New Plymouth,174.074,-39.0555
Oakura,173.953,-39.1115
Taranaki Surf Highway,173.9513,-39.1121
Ahu Ahu,173.931,-39.1172
Weld Road,173.9232,-39.1193
Kumera Patch,173.8239,-39.1695
Komene Road,173.812,-39.1803
Punihos,173.801,-39.1844
Rocky Lefts,173.7928,-39.1922
Stent Road,173.7773,-39.2192
Crushers,173.7649,-39.2547
Kina Road,173.7839,-39.3941
Opunake,173.8545,-39.4599
Mangahume,173.8646,-39.4694
Green Meadows,173.899,-39.5015
Patea River Mouth,174.491,-39.7742
Waverly,174.5592,-39.8181
Waiinu Beach,174.7467,-39.8651
Kai Iwi Beach,174.9022,-39.8858
Whanganui,174.9749,-39.9394
Indicators,174.7934,-37.8232
Keritoki,174.7911,-37.6335
Te Akau,174.8074,-37.6809
Mussel Rock,174.8395,-37.798
Ngarunui Beach,174.8282,-37.8184
Raglan,174.8231,-37.8213
Raglan Manu Bay,174.8123,-37.8208
Whale Bay,174.8028,-37.8227
Ruapuke,174.7658,-37.8919
Arohaki Bay,174.6934,-38.118
Aranga,173.5733,-35.7761
Baylys Beach,173.7393,-35.9508
Glinks,173.8551,-36.0844
Ripiro Beach,174.0074,-36.3102
Pouto,174.1584,-36.3865
Muriwai Beach,174.4184,-36.8217
Maori Bay,174.4266,-36.834
Bethells Beach,174.4456,-36.8995
Anawhata Beach,174.4551,-36.9212
White's Beach,174.4557,-36.9307
Piha,174.463,-36.954
Karekare Beach,174.4731,-36.9879
Whatipu Beach,174.479,-37.0313
Port Waikato,174.7105,-37.3974
Oakura,174.3453,-35.3906
Ocean Beach,174.5772,-35.8376
Kiritehere Beach,174.7101,-38.3237
The Bluff,172.8948,-34.6891
90 Mile Beach,173.025,-34.8365
Bluehouse,173.07,-35.1631
Tanutanu,173.0771,-35.2119
Shipwreck Bay,173.1118,-35.1708
Ahipara Beach,173.1468,-35.1649
Waimamaku,173.4095,-35.5935
Lighthouse,178.438,-18.1883
Serua Rights,177.933,-18.2973
Frigate Pass,177.9294,-18.4711
"King Kong Left, Nagigia Island",177.9678,-19.1461
Waidroka Lefts,177.909,-18.2908
Pipes,177.8699,-18.2779
Vunaniu,177.8671,-18.2757
Hideaway,177.658,-18.2031
Sigatoka,177.501,-18.1742
Lulu's Bend,177.414,-18.1471
Natadola,177.306,-18.1162
Momi Bay,177.262,-17.9163
Cloudbreak,177.1877,-17.8847
"Restaurants, Tavarua",177.201,-17.8532
"Swimming Pools, Namotu",177.1896,-17.8479
Namotu Left,177.1781,-17.8453
"Wilkes Pass, Namotu",177.1711,-17.8414
Daku,177.987,-19.1758
Uatotoka,178.114,-19.1811
Vesi Passage,178.462,-19.0521
Typhoon Valley,178.504,-19.0152
Rangs,179.052,-16.178
Lulu's Left,158.316,-7.427
Dari Rights,158.321,-7.431
Kumars,158.783,-7.571
Kairiru Island,143.577,-3.3344
Ral Island,150.7094,-2.6103
Nago,150.7725,-2.5836
Long-Long,150.7731,-2.5791
Nusa Lefts,150.786,-2.569
Pikinini,150.7911,-2.5736
Port Douglas,145.4685,-16.4868
Palm Cove,145.672,-16.745
Alma Bay,146.8692,-19.1484
Mackay Harbour,149.274,-21.102
Agnes Water,151.915,-24.198
Rules Beach,152.0397,-24.4929
Bundaberg,152.434,-24.703
Kellys Beach,152.4658,-24.8259
Elliot Heads,152.4925,-24.9202
Hervey Bay,152.887,-25.204
Maheno Beach,153.231,-25.2817
Manann Beach,153.2616,-24.7987
75 Mile Beach,153.1434,-25.4763
Fraser Island,153.127,-25.5325
Boat Harbour Beach,145.619,-40.9286
Fairlands Beach,145.8231,-41.0322
Robbos Point,146.352,-41.159
East Devonport Beach,146.37,-41.17
East Beach,146.8094,-41.0603
Bellbuoy Beach,146.8415,-41.0396
Tam O'Shanter,147.068,-40.9938
Dianas Beach,148.2968,-41.3713
Scamander,148.27,-41.4502
Four Mile Creek,148.2877,-41.556
Bicheno,148.305,-41.8831
Friendly Beaches,148.2813,-42.0206
Carlton Rivermouth,147.642,-42.8763
Park Beach,147.615,-42.8685
Roaring Beach,147.6637,-42.8895
Seven Mile Beach,147.55,-42.84
Seven Mile Point,147.511,-42.874
Lauderdale Point,147.5122,-42.9161
May’s Point,147.522,-42.9249
Clifton Beach,147.5326,-42.9898
North Goats,147.5015,-43.0223
Rebounds,147.4847,-43.0269
Wedge,147.4773,-43.0331
Hope Beach,147.4522,-43.0348
RSL’s,147.4289,-43.0416
Pigeon Holes,147.4022,-43.0076
Pot Bay,147.4134,-43.0465
Flowerpot Point South,147.3286,-43.0086
Fishermans Haul,147.338,-43.0388
Kingston Beach,147.3262,-42.9811
Tyndall Beach,147.3326,-42.9771
Hinsby Beach,147.3462,-42.9542
Taroona Beach,147.3533,-42.9525
Lords Beach,147.3378,-42.9037
Short Beach,147.3343,-42.8952
Howrah Beach,147.3979,-42.8821
Tinderbox Bay,147.33,-43.0577
Jetty Beach,147.3522,-43.0657
Patricks Bight,147.3761,-43.0989
Mother Hayles Beach,147.3779,-43.1015
Lookout Bay,147.4073,-43.1689
The Neck,147.364,-43.2639
Yellow Point South,147.2446,-43.1838
Birches Bay North,147.243,-43.1701
Coal Point,147.329,-43.3379
Cloudy Bay,147.236,-43.4473
Lagoons,147.208,-43.4452
Kingfish Beach,147.16,-43.46
Peppermint Bay South,147.2416,-43.1638
Peppermint Bay North,147.2418,-43.1535
Little Peppermint Bay,147.2449,-43.1457
Perch Bay,147.2483,-43.1414
Trial Bay North,147.254,-43.1322
Oyster Cove,147.2627,-43.1106
Roaring Beach,147.671,-43.0891
Remarkable Caves,147.8439,-43.1888
Sloping Main,147.68,-42.98
Egg Beach,147.9268,-43.0203
Eaglehawk Neck,147.929,-43.0145
Tessos,147.934,-43.0097
Shipstern Bluff,147.752,-43.211
Ocean Beach,145.2581,-42.1711
Cape Sorell,145.151,-42.084
Greens Beach,144.696,-40.8895
Venus Bay,134.67,-33.2401
Loch Well Beach,135.0241,-33.7426
Convention Beach,135.3467,-34.2705
Flatrock,135.347,-34.661
Gunya Beach,135.3926,-34.6958
Back Beach,134.1253,-32.7989
Yanerbie Beach,134.14940000000001,-32.9271
Surfers Beach,134.1933,-32.9482
Kiana Beach,135.2701,-34.039
Picnic Beach,135.2759,-34.1698
Greenly Beach,135.3581,-34.362
Cowleys Beach,136.3016,-34.1953
Berry Bay,137.0141,-34.9115
Second Beach,137.4822,-34.5261
North Beach,137.6259,-33.8961
Red Banks Beach,135.6185,-34.9213
Back Beach,136.3527,-34.1224
Spits,136.961,-34.9745
Salmon Hole,136.932,-35.0327
Gym Beach,136.9143,-35.1527
Westcape Beach,136.832,-35.2546
Snelling Beach,137.0724,-35.6679
Sandy Creek,136.6266,-35.9554
Bales Beach,137.3547,-35.9947
Tunkalilla Beach,138.3223,-35.6389
Parsons Beach,138.474,-35.6331
Kings Beach,138.5818,-35.6019
Bullies,138.669,-35.5364
Sellicks Beach,138.4473,-35.3341
Myponga Beach,138.386,-35.372
Silver Sands Beach,138.4475,-35.3116
Gulls,138.4431,-35.2691
The Trough,138.466,-35.2324
Trigs Beach,138.466,-35.2089
Moana Beach,138.4696,-35.2009
The Trough,138.4666,-35.1879
Ladies Beach,138.6869,-35.5335
The Dump,138.699,-35.5331
Sugars Beach,138.8756,-35.5616
Burdon Beach,140.1247,-37.5382
Maslin Beach,138.4693,-35.2333
Seaford,138.4658,-35.1782
Y-Steps,138.4687,-35.1638
Christies Beach,138.4693,-35.1339
Port Gawler Beach,138.4364,-34.6367
Back Beach,140.1296,-37.5475
McIntyre Beach,140.1406,-37.5939
Geltwood Beach,140.17,-37.6117
Red Bluff,113.402,-24.3944
Blue Holes,114.152,-27.717
Bowes Rivermouth,114.452,-28.413
Coronation Beach,114.563,-28.553
Drummonds,114.61,-28.672
Geraldton,114.57,-28.78
Explosives,114.575,-28.783
Hells Gate,114.569,-28.781
Separation Point,114.594,-28.795
Back Beach,114.61,-28.796
Tarcoola Beach,114.618,-28.807
Greenough Rivermouth,114.633,-28.862
Flat Rocks,114.7756,-29.0149
Flat Rocks,114.846,-29.089
Port Denison,114.921,-29.27
Dongara Point,114.91,-29.275
Jims Beach,114.0838,-21.8139
Eighty Mile Beach,121.1643,-19.5059
Mindil Beach,130.8305,-12.4456
Casuarina Beach,130.871,-12.343
Parangtritis,110.324,-8.0269
Pacitan,111.092,-8.2203
Pangandaran,108.636,-7.6911
Maqai,-179.7834,-16.8171
Lighthouse (Tongatapu),-175.33,-21.0615
Motels,-175.333,-21.066
Fishtraps,-175.336,-21.0668
The Bowl (Tongatapu),-175.341,-21.0724
Corners,-175.346,-21.0793
The Peak (tongatapu),-175.35,-21.0836
The Pass,-175.359,-21.0922
The Leap,-172.648,-13.667
Salailua Right,-172.6,-13.716
Salailua Left,-172.599,-13.718
Aganoa,-172.288,-13.776
Matareva Beach,-171.9329,-13.9912
Salamumu,-171.922,-13.998
Special K,-171.873,-14.0175
Pebbles,-171.848,-14.0072
Coconuts,-171.795,-14.022
Inner Siumu,-171.787,-14.018
Outer Siumu,-171.784,-14.024
Boulders,-171.772,-14.04
Devils Island,-171.692,-14.053
Nu'usafee Island,-171.69,-14.0504
Tafatafa,-171.686,-14.0479
Salani Right,-171.617,-14.043
SoloSolos,-171.641,-13.8691
Salani Left,-171.612,-14.044
Aufaga Village,-171.523,-14.044
Waterfalls,-171.665,-13.8617
Laulii,-171.687,-13.858
Tiavea Bay,-171.467,-13.97
Poloa Bay,-170.837,-14.3156
Amanave Bay,-170.833,-14.3274
Nua,-170.81,-14.3307
Asili Point,-170.798,-14.3359
Sliding Rock,-170.783,-14.3593
Nu'uuli,-170.697,-14.3203
Faganeanea,-170.687,-14.3043
Fatuuli Rock,-170.675,-14.2988
Coral Heads,-170.675,-14.2913
Lauli'ituai,-170.652,-14.2914
Liea Point,-170.608,-14.282
Amouli,-170.581,-14.2767
Alao,-170.559,-14.2601
Tula,-170.563,-14.2513
Aunu'u,-170.564,-14.287
Golf Course (Socials),-159.827,-21.2077
Matai Wreck,-159.775,-21.2036
Club Raro,-159.756,-21.2013
