name,x,y
Jinzun Harbor,121.297,22.954
Chunan,120.855,24.698
Taoyuan Beachbreak,120.998,24.955
Banua Beach,121.2331,19.032
Lomintong Beach,121.2467,18.8734
Musa Beach,121.2825,18.8741
Cababangtalan Beach,121.2901,18.8445
Sebio Beach,121.2485,18.8535
Nagulian Beach,121.3706,18.8484
Tocod Beach,121.4326,18.8966
Calalapson Beach,121.4618,18.8828
Calinebneb Beach,121.4604,18.8611
Aparri,121.6336,18.3602
Casuarina Beach,122.1478,18.4802
Darong Beach,122.2419,18.4728
Pasmacanan Beach,122.2762,18.4168
Digdig Beach,122.1666,17.5999
Debor Beach,122.2064,17.4742
Kabikawan Beach,122.2452,17.3674
Oway Beach,122.2885,17.3376
Demolit Beach,122.432,17.1253
Bungan Beach,121.6212,15.9602
Debenbenan Beach,122.4778,17.1147
Disagadan Beach,121.6045,15.9439
Baler Beach,121.5512,15.8849
Charlie's Point,121.558,15.7903
Sabang Beach,121.5706,15.7604
Real Beach,121.6008,14.6547
Magic Left,120.0605,14.9148
Cemento,121.592,15.7627
Mapalad Beach,121.6234,14.523
San Jose Beach,122.9549,14.1619
Bagasbas Beach,122.9835,14.1377
Virac Harbour,124.235,13.5805
Gubat Sorsogon ,124.131,12.9142
Caridad,126.116,9.9178
Puraran Bay,124.3975,13.6914
Nauhang,122.3957,9.775
Basakar Beach,119.7239,11.2492
Panaon,122.398,9.7432
Matenlen Beach,119.7124,11.242
Paduldolan Beach,119.6621,11.2752
Bayo Bayo Beach,119.692,11.303
Mirabel Beach,119.6306,11.2505
Basakar Beach,119.6238,11.2571
Duli Beach,119.4615,11.3508
Palma Beach,119.6275,11.2442
Patoltol Beach,119.6946,11.3165
Erawan Beach,119.3278,10.6448
Nagtulay Beach,119.3228,10.6286
Alemanguan Beach,119.3241,10.6079
Enarayan Beach,119.2968,10.5618
Pinagmangalokan Beach,119.2723,10.5425
Makatombaten Beach,119.2651,10.5112
Pamaoyan Beach,119.1862,10.4334
Itaytay Beach,119.1766,10.4128
Panotoan Beach,119.0715,10.3967
Palios Beach,119.0058,10.3353
Selangan Beach,119.0239,10.4242
Cabang Beach,119.0775,10.4942
Arton Beach,119.1349,10.5722
Caruray Beach,119.0025,10.3173
Nagtabon Beach,118.6441,9.934
P5,120.0626,15.0067
Crystal Beach,120.0634,15.0208
Liwa,120.06,15.0604
Cabangan,120.0343,15.1725
Danacbunga,120.0003,15.2895
Bakawan,120.3041,16.5014
Bauang,120.317,16.5408
Car-rille,120.304,16.6448
Bacnotan,120.3354,16.762
Nalvo,120.454,17.361
Parada Santa,120.426,17.4916
Manangat,120.362,17.5381
Puro Pinget,120.353,17.6938
Turtle Head,120.412,17.9148
Star Tubes,120.437,17.9244
Manuela & Coco's point,120.7843,18.5827
Vista,120.8601,18.6312
Pilar,126.103,9.8575
Stimpy's,126.157,9.8433
Rock Island (Pencit Reef),126.164,9.8351
Tuason Point,126.169,9.8057
Horseshoe,126.168,9.8021
Barrio,126.171,9.7465
Pansukian,126.14,9.7328
Mabuntok,126.187,9.641
Lefthanders,120.4185,17.9225
Badoc Point,120.438,17.9195
"San Juan, La Union",120.318,16.6665
Monaliza,120.3072,16.6384
San Antonio,120.0615,14.9168
Repulse Bay,114.1948,22.2354
Tai Long Wan,114.38,22.411
Big Wave Bay,114.2477,22.2458
Xichong,114.5346,22.4788
Huizhou,114.901,22.5922
Sunset,115.5483,22.6689
Cheung Sha,113.948,22.2325
Pui O,113.978,22.2388
Shek O,114.252,22.2282
Moon Beach,111.011,19.688
Shell Beach,110.229,18.631
Ocean Bay Point,110.297,18.665
Rocky Lefts Riyue Bay,110.211,18.626
Rocky Rights Riyue Bay,110.215,18.628
Riyue Bay Left Point,110.221,18.63
New Harbor Riyue Bay,110.25,18.653
Matos Houhaicun,109.731,18.278
Binh An,107.837,16.4241
Lang Co,108.082,16.2441
Nam O Point,108.134,16.1164
My Khe,108.249,16.0576
Non Nuoc,108.27,16.0073
My Khe Beach,108.315,15.9386
Cua Dai Beach,108.385,15.8883
Nha Trang,109.2032,12.2785
Bai Dai,109.1971,12.0977
Golden Bay,109.2009,12.0673
East Beach,108.3,10.9419
Hotels,108.201,10.9445
Ong Dia,108.1818,10.9364
Bangsaen Beach,100.9158,13.2817
Leam Chabang,100.8818,13.0799
Hat Chom Thiang,100.8884,12.8725
Hat Kluai,100.6672,12.9375
Hat Pak Khlong,100.9045,12.8412
Hat Noi,100.8356,12.7358
Hat Phutsa Wan,100.7734,12.7048
Hat Krathueg,100.779,12.6769
Hat Toei Ngam,100.8607,12.6702
Hat Khlot,100.9827,12.653
Rayong Mae Ramphung Beach,101.409,12.596
Hat Ri,100.6667,12.9455
Hat Chao Samran,100.071,13.0116
Hat Then,100.6744,12.9496
Hat Puek Tian,100.0332,12.9453
Nongjang,99.9771,12.7749
Hua Hin,99.9627,12.5692
Khao Takiap Beach,99.9787,12.5126
Paknampran Beach,100.0002,12.3721
Bang Boet Beach,99.4963,10.9876
Ko Samet,101.448,12.57
Chaolao Beach,101.9173,12.5543
Koh Phangan,100.071,9.677
Chaweng,100.0594,9.5216
Ko Samui,100.055,9.5114
Sichon Beach,99.9218,9.0094
Koh Phet,100.2999,8.1449
Samila Beach,100.5926,7.2145
Chalathat Beach,100.6075,7.1969
Ko Phayam,98.391,9.718
Bang Ben Beach,98.4639,9.6173
Cape Pakarang,98.219,8.745
Similan Islands,97.639,8.595
Bang Niang Rivermouth,98.24,8.675
Khao Lak,98.244,8.663
Nang Thong Beach,98.245,8.641
Natai Beach,98.2783,8.2635
Airport Reef,98.285,8.088
Nai Thon,98.276,8.061
Phuket,98.28,8.01
Bang Tao,98.286,7.987
Pansea Beach,98.276,7.982
Surin Beach,98.277,7.977
Kamala Beach,98.281,7.954
Kalim,98.292,7.914
Patong Beach,98.292,7.899
Relax Beach,98.282,7.864
Karon Beach,98.291,7.841
Kata Beach,98.297,7.817
Kata Noi Beach,98.297,7.809
Nai Harn Beach,98.301,7.777
Koh Lanta,99.026,7.638
Paknam Resort,99.6992,6.8693
Southern Burma,98.0901,14.1428
South Myanmar,98.0916,14.1376
Ngapali Beach,94.3146,18.445
Gottaung Beach,94.3253,18.4173
Peninsula Left,94.4112,18.202
Kanthaya,94.4726,18.0111
Gwa,94.5805,17.6141
Chaungtha,94.4463,16.9664
Ngwe Saung,94.3809,16.8652
Central Burma,94.2263,15.9881
Sittwe,92.6216,20.4511
The Rock - Myanmar,93.6751,18.6699
Cox's Bazar,91.9732,21.4237
Kolatoli Point,91.9852,21.4103
Inani Point,92.0435,21.2334
St. Martins,92.3362,20.5745
Mandarmani,87.7152,21.6661
Chandipur,87.0245,21.4346
Paradeep,86.6588,20.2495
Chandrabhaga,86.113,19.8647
Muddy's,92.3912,10.5535
Ramchandi Beach,86.0597,19.8503
Puri,85.827,19.794
Chilika Lake,85.5389,19.6755
Gopalpur,84.9685,19.2976
Sandy Point,84.132,18.317
Chintapalli,83.614,18.043
Mukkam,83.548,17.966
Chippada,83.514,17.937
Bheemi Point,83.456,17.8888
Malibupeta,83.4147,17.8363
Mangamari,83.417,17.834
Rushikonda Beach,83.387,17.779
Jodugullapullam,83.355,17.755
Hanuman Point,83.351,17.748
The Park,83.3515,17.7477
Lawson's Bay,83.3453,17.7289
East Point Beachbreak,83.3375,17.7198
Park Hotel,83.337,17.719
Rama Krishna Beach,83.32,17.71
Harbour Jetties - Visakhapatnam,83.2962,17.6815
Yarada,83.285,17.663
Rutukonda,83.2358,17.6215
"Covelong, Chennai",80.2551,12.7899
"Mahabalipuram, Tamil Nadu",80.2,12.617
Pondicherry,79.834,11.922
"Manapad, Tamil Nadu",78.069,8.374
Kumari Point,92.4206,10.5447
Jarawa Point,92.5886,10.6765
Huaniao Island,122.69,30.8505
"Shengshi, Huichen",122.5121,30.7166
Shengsi Jinsha Beach,122.478,30.7135
Putuoshan Island Qianpu Beach,122.388,29.9948
Zhujia East Beach,122.417,29.8801
Zhujia Island Nansha,122.406,29.8777
Zhujiajian,122.402,29.877
Tantoushan Island,122.039,29.1842
Jinqimen-Nongcuncun,121.9536,29.0567
Moseulpo,126.2375,33.2295
Jungmun Beach,126.4104,33.2449
Iho Beach,126.4531,33.4983
Wol Jung Beach,126.7964,33.556
Soesokkak,126.6233,33.2513
Han Dam Beach,126.3104,33.4616
Namyeol Beach,127.4878,34.5801
Geoje-do Heungnam Beach,128.7158,34.9595
Wakimisaki,129.7729,32.581
Kasoubashita,130.0399,32.5088
KDDmae,130.0449,32.4992
Kadennmae,130.0465,32.4906
Tororo,130.0371,32.4721
Takahama,129.994,32.3813
Wakimoto,130.2014,32.0746
Origuchi,130.2065,32.0618
Okawajima,130.2016,31.9838
Nishikata,130.2235,31.9119
Bontan,130.223,31.9035
Karahama,130.2091,31.872
Terushima,130.2771,31.7034
Eguchihama,130.3239,31.6436
Mawatari,130.483,31.2388
Oniguchi,130.5,31.224
Irino,130.5138,31.2034
Hishidagawa,131.0568,31.4429
Oshikiri,131.0653,31.4493
Anrakugawa,131.072,31.4536
Dagurimisaki,131.1436,31.4666
Nagata,131.2386,31.3996
Toi,131.3104,31.3866
Koigaura,131.3437,31.4086
Shimoaso,131.8002,32.6821
Isegahama,131.6531,32.4123
Siomigawakakou,131.6446,32.4076
Okuragahama,131.6344,32.3788
Kanegahama,131.6276,32.366
Ishinamigawakakou,131.6081,32.3278
Hakashita,131.5734,32.2372
Ikuragahama,131.5553,32.1934
Kaguchihama,131.5354,32.1152
Tondahama,131.5161,32.0701
Hitotsuse Kako,131.5115,32.047
Hitotsuse,131.507,32.0435
Kddi,131.4986,32.0238
Isekagaku,131.4957,32.0137
Ishizakikakou,131.4944,32.01
Kisakihama,131.4921,32.0044
Ishizakihama,131.492,32.0037
Doubutsuenura,131.485,31.9819
Hitotsuba,131.4754,31.9549
Sunbeach,131.4753,31.9524
Suimon,131.4653,31.8952
Oyodogawa Kako,131.464,31.8908
Akaehama,131.4607,31.8841
Kassouro Yoko,131.458,31.8715
Minamikata,131.4545,31.8563
Gap Ura,131.4538,31.846
Kizakihama,131.4533,31.8309
Kaeda Kako,131.4568,31.8194
Kodomonokuni,131.463,31.8085
Aoshima,131.4692,31.8046
Aoshima Island,131.4799,31.8049
Shirahama,131.4824,31.7884
Uchiumi,131.47,31.7521
Curren's Point,131.4748,31.7483
Uchiumi,131.4689,31.7509
Kouchiumi,131.4688,31.7323
Youkouen,131.4657,31.7311
Ibii,131.4589,31.7095
Udoshita,131.4582,31.6444
Kobukei,131.453,31.639
Chokusen,131.4584,31.6363
Miyaura,131.4621,31.6361
Sentan,131.4635,31.6333
Ooula,131.4538,31.6242
Shoujyuen,131.424,31.609
Maruyama,131.4142,31.5956
Umegahama,131.4098,31.5896
Oodoutsu,131.3831,31.5555
Manripo Beach,126.1406,36.7898
Banamhaesuyokjang,128.4629,38.4236
Gonghyeonjinhaesuyokjang,128.5106,38.3563
Songjihohaesuyokjang,128.5146,38.3437
Bongsudaehaesuyokjang,128.5279,38.3225
Sampohaesuyokjang,128.5328,38.3181
Jajakdoseonsa-gil,128.5431,38.3083
Munamhaesuyokjang,128.5472,38.301
Ayajinhaesuyokjang,128.5535,38.2755
Cheongganhaesuyokjang,128.559,38.2633
Cheonjinhaesuyokjang,128.56,38.2584
Yangyang Beach,128.5648,38.2534
Sokchohaesuyokjang,128.6049,38.1888
Hwaongchihaesuyokjang,128.6082,38.1843
Jeongamhaesuyokjang,128.6167,38.138
Seorakhaesuyokjang,128.6246,38.1308
Naksan Beach,128.6364,38.1155
Osanhaesuyokjang,128.6625,38.0916
Donghohaesuyokjang,128.6861,38.0556
Hajodaehaean-gil,128.7223,38.0247
Jangyohaesuyokjang,128.7424,37.9942
Dongsanpohaesuyokjang,128.7598,37.9771
Gaenmaeul-gil,128.7753,37.9519
Hwasanghaean-gil,128.7977,37.9281
Hyanghohaesuyokjang,128.8132,37.9149
Sinyeongan-gil,128.8203,37.9101
Yeongjinhaesuyokjang,128.8443,37.8704
Anmok Beach,128.9397,37.7787
Samcheok,129.1693,37.4682
Maengbang-haesuyokchang,129.2257,37.394
Imwon,129.3405,37.2223
Gopowolcheon,129.3622,37.1487
Wolsongjeong,129.4725,36.7395
Koraebul-haesuyokchangv,129.4101,36.5886
Tokch'on-haesuyokchang,129.4204,36.5706
Song Jung Beach,129.2,35.178
Busan,129.163,35.1587
Haeundae Beach,129.16,35.158
Sinyang,126.9241,33.4369
Kimnyong-haesuyokchang,126.7619,33.5619
Jeju Island,126.4102,33.2449
Geumneung Beach,126.2356,33.3906
Hyeopjae beach,126.2394,33.3941
Chebu-haesuyokchang,126.6178,37.1669
Pioneers,127.6806,39.8256
Majon Hotel Beach,127.6694,39.818600000000004
Sijung,127.8375,39.0103
Songdojin ni,128.366,38.604
Jukdo Beach,128.761,37.975
Gyongpo Beach,128.911,37.805
Pohang,129.4168,36.1215
Miyanoura,139.8039,38.907
Hamanaka,139.7751,38.8295
Yunohama/Kaizanmae,139.7506,38.7823
Yura,139.7445,38.7748
Shibata,139.2751,38.0316
Higashiko,139.2687,38.0178
Shimami,139.1868,37.9779
Miyazawa,139.9193,40.0374
Funakoshi,139.9498,39.8895
Detohama,140.0114,39.8392
Ohama,140.034,39.7976
Akitako,140.0135,39.7703
Futago,140.0503,39.5385
Honjouhama,140.0139,39.3863
Nishime,139.9982,39.3468
Ryozenji,139.9729,39.303
Kisakata,139.8893,39.2029
Kosagawa,139.8846,39.133
Goishi Kaigan,141.7395,38.9879
Oomagari,141.1753,38.3745
Nobiru,141.1585,38.3595
Shoubutahama,141.0695,38.2923
Sendai Shinko,141.0224,38.2628
Sendai Shinko,141.021,38.26
Gamou,141.0114,38.2495
Fukanuma,140.9825,38.2114
Yuriage-Kako,140.962,38.1765
Yuriage-Charimae,140.9607,38.1672
Arahama-Kako,140.923,38.0448
Arahama-Pool,140.9235,38.0359
Yoshidahama,140.9211,38.0294
Omoe,142.0305,39.5236
Namiita,141.9382,39.3843
Yoshihama,141.8363,39.1456
Okiraiwan,141.8269,39.0975
Oisehama,141.5845,38.8244
Ooya,141.5644,38.8134
Koganezawa,141.5389,38.7979
Toyomazawa,141.519,38.782
Toyomazawa,141.5184,38.7817
Koizumi,141.5135,38.7697
Koizumi Kako,141.5145,38.7678
Obuchi,141.3873,40.972
Takahoko,141.3948,40.9208
Takasegawa,141.3943,40.8857
Misawagyokou,141.4388,40.6732
Momoishi,141.4492,40.6396
Osuga,141.585,40.5292
Tanesashi,141.6131,40.5068
Okuki,141.6318,40.4909
Kanehama,141.6346,40.4838
Kadonohama,141.6854,40.4488
Kawajiri,141.7078,40.422
Ohama,141.7535,40.3591
Uke,141.7738,40.3241
Tobugaura,141.8275,40.1089
Nodawan,141.8316,40.1081
Akkagawa,141.8501,40.057
Hamaazuma,141.6505,42.6266
Motelshita,140.9318,37.8935
Lahainamae,140.9338,37.8807
Matayamae,140.9415,37.8623
Kagesuka,140.9823,37.8256
Todai shita,140.9872,37.8215
Buta shita,141.0128,37.7004
Migitahama,141.0114,37.6928
Karasu,141.0134,37.6834
Sakashita,141.0164,37.6739
Kitaizumi,141.0194,37.661
Kitaizumi,141.0198,37.6597
Chickenshita,141.024,37.6153
Ukedo,141.0404,37.4781
Iwasawa,141.0145,37.2417
Yotsukura,140.9914,37.1022
Toyoma,140.9719,36.9897
Hutamigaura,140.9676,36.9775
Segoshi,141.6324,43.9364
Bishabetsu,141.3758,43.5588
Yasosuke,141.4262,43.4221
Zenibako,141.162,43.1449
Shiraoi,141.3261,42.5288
Itankihama,141.0302,42.3353
Higashiotaru,141.0405,43.18
Shioya,140.914,43.211
Hugoppe,140.8424,43.1986
Kinchanchimae,140.7747,43.2052
Ishikariwan,140.646,43.2644
Shikatty,141.6721,42.63
Hamaaduma,141.831,42.6021
Shikabe,140.8292,42.0301
Nakamurashita,140.7243,41.7588
Menagawa,141.0818,41.7589
Kadonohama,140.7196,41.7538
Yonezaki,140.7196,41.7538
Senmaru,140.7196,41.7538
Sumiyoshigyoko,140.7204,41.7528
Sumiyoshi,140.7189,41.7527
Esanboulu,141.1024,41.7792
Esan Park,141.1199,41.7879
Esangyokou,141.1252,41.7887
Todohokke,141.1438,41.847
Halaktirskiy Beach,158.858,52.9969
Petropavlovsk-Kamchatskiy,158.8629,53.0012
Khalaktyrskiy Plyazh,158.9462,53.0433
Khalaktyrskiy Plyazh,159.1101,53.1118
Gluhoe,149.9438,59.7102
Tikhaya Bay,142.5342,48.009
Yablochnoye,142.0552,47.1696
Lesnoye,143.0972,46.9449
Alibi,141.8402,46.6184
Mirrow,135.6465,44.1634
Bus Station,143.1706,46.8523
Pirs,143.2808,46.8044
Trudniy,143.5295,46.5622
Sisi,145.7412,44.0543
Dump,145.8653,44.0379
Anker,145.7042,44.0352
Bones,145.8761,44.0242
Luna,146.8913,43.8092
Kasatka Bay,147.6391,44.9791
Bukhta Sobol,131.9626,43.0746
Ahlestisheva,131.935,42.9994
Cape Chernisheva,131.9004,42.9637
Red Stones,131.737,42.9038
Astaf'eva Bay,131.1987,42.6167
Tangshan Qianshui Bay,118.954,39.1529
Dalian Dashan Island,121.829,38.8839
Jimo Ocean Springs,120.691,36.3888
Tangshan-yuetuo Island,118.86,39.1073
Bohai Bay,118.7834,39.0624
Dalian Golden Pebble Beach,121.986,39.0704
Shilaoren Beach,120.49,36.0907
Laoshan Village,120.475,36.0945
Golden Sand Beach - Huangdao,120.241,35.9557
Silver Sand Beach - Huangdao,120.199,35.919
Rizhao Gold Beach,119.569,35.4277
Wan Ping Kou,119.56,35.4045
Gao Luo Beach,120.0989,26.7522
Huang Qi Beach,119.9012,26.3229
Da He Beach,119.699,25.9611
Xiang Bi Ao,119.697,25.9569
Pingtan Beachbreak,119.806,25.503
Jinmen-Oucuo Beach,118.345,24.4151
Ghost Stone,118.146,24.3292
Zhenhaijiao,118.1005,24.2514
Tequila Bomb,118.0851,24.2524
Baitang Bay,118.043,24.2334
Jiangkou Bay,118.0065,24.199
Houcai Bay,117.9871,24.1809
LA,117.7867,23.9599
Feicui Bay,117.7731,23.9527
Gold Coast,117.4723,23.6999
Qinao Bay,117.1335,23.4392
Cherry Point,115.589,22.7318
88,115.565,22.7089
Dazhougang,114.9736,22.6887
GaoYangWei,114.9329,22.6506
Loop Point,114.9068,22.5973
Pinghai Point,114.902,22.5812
Floater,114.8729,22.5969
Lion Island,114.8418,22.6023
Rainbow Bay,114.7674,22.596
Dongchong,114.5804,22.4917
Gum Hoi Tan,113.3878,22.0013
Monkey island,112.8325,21.7378
Tea bay,112.8177,21.714
Fei Beach,112.8103,21.7027
Shangchuanfei Beach,112.8054,21.6913
Hai Ling Dao,111.897,21.5783
Guangdong Maoming Dongbianbo Beach,111.29,21.439
Dashajiao,110.616,21.1863
Long Hai Tian,110.5441,21.021
Buddha Beach,111.03,19.6656
Beihai,109.1178,21.4171
Fangchenggang,108.288,21.5376
Dapingpo,108.252,21.5196
Dao Ao Bay,111.031,19.6551
Hainan,110.577,19.1192
Da Hua Jiao,110.533,18.7966
Xing Tan Wan,110.436,18.7213
Nanrong Ling,110.3565,18.6679
Rivermouth Bridge,110.327,18.6648
Golf 14,110.295,18.6649
Shimei Bay,110.283,18.6693
Kani Rock,110.272,18.6623
Kame Rock,110.262,18.6583
Yarakawa,110.226,18.6288
Riyue Island,110.2065,18.618
Niuling,110.15,18.5718
Abalone Farm,110.126,18.5504
Sandalwood,110.099,18.5183
Lingshui - Xincun Beach ,109.959,18.4122
Linshui - Windmill Bay,109.841,18.3835
Houhai Bay,109.723,18.2675
Yalong Bay,109.621,18.1739
West Beach,109.582,18.177
Dadonghai Bay,109.492,18.198
Mwahnd Pass,158.2939,7.0186
Nan Madol,158.34,6.8385
Main Pass,158.2075,7.0128
Center Channel,158.1933,7.0053
P-Pass,158.128,6.98
Nahlap,158.156,6.7812
Napali,158.3664,6.8686
"Kamalino, Niihau",-160.246,21.812
Pakala,-159.652,21.936
PKs/Centers,-159.4748,21.8803
Poipu Outer Reef,-159.462,21.872
Mana Point,-159.785,22.013
Polihale,-159.747,22.101
Ha'Ena Bay (Cannons/Tunnels),-159.567,22.225
Hanalei Bay,-159.502,22.216
Kauapea Beach,-159.4098,22.2242
Anahola Bay,-159.301,22.148
Kealia,-159.3033,22.0962
Kalapaki Beach,-159.3503,21.9601
Shipwrecks,-159.4372,21.874
Kaena Point,-158.282,21.576
Mokuleia,-158.191,21.586
Hale'iwa,-158.109,21.597
Pua'ena Point,-158.109,21.604
Laniakea,-158.088,21.62
Hultin's,-158.087,21.622
Jocko's,-158.085,21.623
Chun's,-158.083,21.625
Waimea Bay,-158.067,21.643
Log Cabins,-158.0606,21.6587
Rockpile,-158.057,21.662
Off-The-Wall,-158.0549,21.662
Backdoor,-158.054,21.665
Pipeline,-158.052,21.6646
Gas Chambers,-158.05,21.668
Rocky Point,-158.0482,21.6706
Sunset Beach,-158.042,21.679
Freddieland,-158.0333,21.6829
Velzyland,-158.033,21.685
Turtle Bay West,-158.0033,21.7054
Turtle Bay East,-157.996,21.7074
Laie Beach Park,-157.921,21.6312
Kahuku,-157.935,21.679
Crouching Lion,-157.861,21.566
North Beach,-157.7445,21.4558
Castles,-157.7424,21.4209
Popoia Island Kailua,-157.718,21.401
Makapu'u,-157.6591,21.3111
Sandy Beach,-157.673,21.284
Barbers Point,-158.107,21.295
White Plains Beach,-158.0454,21.3023
Ewa Beach,-158.002,21.302
Sand Island,-157.875,21.299
Kewalos,-157.8591,21.2879
South Shore - Ala Moana Park,-157.8515,21.2864
Ala Moana Bowls,-157.8457,21.2814
Rockpiles,-157.8411,21.2805
Kaiser's,-157.841,21.277
Four's,-157.8395,21.2745
Three's,-157.8339,21.2766
Populars,-157.832,21.272
Canoes,-157.8278,21.2739
Waikiki Beach,-157.8268,21.2746
Queen's,-157.8263,21.2737
Waikiki Beach Overview,-157.8269,21.2748
The Wall,-157.824,21.2711
Publics,-157.8233,21.2684
Waikiki - Kapiolani Park,-157.8236,21.2671
Old Man's,-157.8248,21.26
Tongg's,-157.8237,21.257
Diamond Head,-157.805,21.252
Black Point,-157.7943,21.2546
Lanikai Beach,-157.7151,21.393
Kailua,-157.74,21.41
Yokohama Bay / Keawa’ula ,-158.243,21.544
Makaha,-158.227,21.475
Ma'ili,-158.185,21.417
Tracks,-158.133,21.3596
Kepuhi Bay,-157.249,21.189
Halena Beach,-157.245,21.085
Kawa,-157.152,21.201
Kaunakakai (The Wharf),-157.031,21.079
Kalaupapa,-156.984,21.198
Halawa Bay,-156.736,21.159
Honolua Bay,-156.642,21.024
Little Makaha,-156.668,20.9972
Windmills,-156.628,21.0239
Honokohau Bay,-156.61,21.024
Pavilions,-156.356,20.9374
S Turns,-156.683,20.9673
Rainbows,-156.693,20.948
Ka'anapali Point,-156.6971,20.9177
Launiupoko,-156.6528,20.842
Oneuli Beach,-156.4462,20.6412
Makena Beach,-156.4491,20.6326
Waiehu Beach,-156.4913,20.917
Kahului Harbor,-156.463,20.904
Kanaha,-156.442,20.905
Tavares Bay,-156.374,20.922
Ho'okipa,-156.359,20.936
Peahi (Jaws),-156.298,20.945
Honomanu Bay,-156.166,20.866
Hana Bay,-155.983,20.76
Lahaina Harbor - Breakwall,-156.679,20.869
Olowalu,-156.624,20.808
Ma'alaea Harbor,-156.509,20.791
The Cove,-156.453,20.728
Little Beach,-156.4521,20.6347
Dumps,-156.438,20.613
La Perouse Bay,-156.415,20.591
Pohakuloa,-156.997,20.931
Kaiolohia Bay/Shipwreck Beach,-156.901,20.918
Lopa Beach,-156.807,20.804
Manele Bay,-156.894,20.736
Kawaihae,-155.831,20.029
Hapuna Bay,-155.827,19.993
Pinetrees,-156.046,19.695
Kaiwi Point,-156.0327,19.6582
Old Kona Airport,-156.0149,19.6432
Honl's,-155.9883,19.6282
Banyans,-155.978,19.606
Lyman's,-155.9751,19.603
Magic Sands Beach,-155.973,19.594
Kahalu'u Bay,-155.969,19.581
Pohue Bay Beach,-155.7974,19.0106
South Point,-155.678,18.91
Honokohau Beach,-156.0271,19.6744
Kolekole,-155.117,19.884
Honoli'i,-155.09,19.756
Pohoiki,-154.842,19.456
Outer Waters,-121.5009,33.0003
Surf Beach,-120.6112,34.687
Jalama,-120.5035,34.5088
The Ranch,-120.3424,34.4575
Tajiguas,-120.099,34.4625
Refugio,-120.0733,34.4605
El Capitan,-120.022,34.4576
Haskell's Beach,-119.916,34.4307
Sands,-119.8826,34.4102
Devereux,-119.8764,34.4075
Campus Point,-119.8432,34.4051
Leadbetter Point,-119.7021,34.3984
Sandspit,-119.6875,34.4045
Hammond's,-119.6375,34.4155
Miramar,-119.632,34.4179
Padaro Beach,-119.55,34.4065
Carpinteria State Beach,-119.5195,34.3894
Tarpits,-119.5142,34.3869
Rincon,-119.478,34.3726
Mussel Shoals (aka Little Rincon),-119.4401,34.3551
Oil Piers,-119.4269,34.3511
Stanley's,-119.417,34.3415
Hobson County Park,-119.412,34.3374
Faria Beach,-119.401,34.3304
Pitas Point,-119.3882,34.3172
Mondos,-119.377,34.3203
Solimar,-119.3583,34.309
Gold Coast Beachbreaks,-119.3489,34.2998
Summer Beach,-119.3367,34.2899
Emma Wood,-119.3162,34.2785
Ventura Overhead,-119.3133,34.2748
Ventura Point,-119.302,34.2717
C St.,-119.2998,34.272
Ventura Harbor,-119.268,34.2451
Oxnard,-119.2399,34.1788
Silver Strand,-119.221,34.1515
Port Hueneme Beach Park,-119.198,34.142
Ormond Beach,-119.186,34.1356
Staircase Beach,-118.948,34.0456
County Line,-118.964,34.051
Leo Carrillo,-118.9329,34.0438
Zeros,-118.917,34.0417
Zuma Beach,-118.8324,34.021
Point Dume,-118.8046,34.0017
Latigo Point,-118.7555,34.0259
Malibu Third Point,-118.6811,34.031
Malibu First Point,-118.6767,34.0358
Topanga Beach,-118.5834,34.0375
Chart House,-118.5754,34.0394
Sunset Point,-118.5532,34.0381
Sunset Beach,-118.5514,34.0387
Will Rogers State Beach,-118.5372,34.0348
Santa Monica Beach North,-118.5076,34.0128
"Santa Monica Pier, North",-118.4994,34.0091
Santa Monica Pier,-118.4972,34.0075
Bay St.,-118.4923,34.0051
Santa Monica Beach South,-118.4924,34.004
Venice Breakwater,-118.4744,33.9848
Venice Beach,-118.4738,33.9841
Venice Beach Pier,-118.468,33.9771
Dockweiler State Beach,-118.4432,33.9407
Shitpipe,-118.4341,33.9232
Hammerland,-118.4279,33.9109
El Porto,-118.4218,33.9013
Bruce's Beach,-118.4188,33.8934
Manhattan Beach Pier,-118.411,33.8796
Hermosa Beach,-118.4075,33.872
Hermosa Beach Pier,-118.4065,33.8635
Redondo Breakwater,-118.4005,33.8504
Sapphire St.,-118.3913,33.8327
Knob Hill,-118.3912,33.8289
Burnout Beach,-118.3922,33.8159
Torrance Beach,-118.3927,33.8112
Haggerty's,-118.3933,33.8093
RAT Beach,-118.3949,33.8037
PV Cove,-118.407,33.7929
Lunada Bay,-118.4268,33.7721
White Point,-118.3224,33.7175
Cabrillo Beach,-118.284,33.7088
64th Place,-118.123,33.7464
Ray Bay,-118.117,33.7393
Seal Beach Jetty,-118.1141,33.7395
"Seal Beach Pier, Northside",-118.1085,33.7383
"Seal Beach Pier, Southside",-118.1034,33.7368
Surfside,-118.0898,33.7287
Anderson Street,-118.0808,33.7231
Bolsa Chica State Beach,-118.0424,33.6876
HB Cliffs,-118.0314,33.6765
North HB Streets,-118.0192,33.667
Huntington Beach Pier Northside,-118.004,33.6557
Huntington Beach Pier Southside,-118.0029,33.6548
Huntington St.,-117.997,33.6516
Huntington State Beach,-117.9755,33.6383
River Jetties,-117.9594,33.6278
Newport Upper Jetties,-117.9468,33.6227
Newport Lower Jetties,-117.9368,33.6156
Blackies,-117.9311,33.6089
